lh,rh,ls,rs,w,ll,rl
3656.394,3657.703,2456.72,2407.92,118,113.6,170.3333333
3676.624,3677.933,2470.24,2421.92,119,113.2,169.6666667
3665.676,3667.223,2462.96,2412.72,119,112.6,169
3651.396,3653.062,2453.44,2402.8,118,112.4,168.6666667
3646.041,3647.469,2449.68,2399.52,116,113.6,170
3679.599,3680.908,2472.32,2422.72,117,113.8,170
3679.48,3680.908,2472.24,2420.64,116,113.4,168.6666667
3656.037,3657.584,2456.48,2402.72,115,112.8,167
3624.145,3625.454,2435.04,2381.36,114,114.6,167.3333333
3633.308,3634.379,2441.2,2387.28,114,115.8,168.3333333
3649.016,3649.849,2451.68,2398,114,117,169.6666667
3679.718,3680.789,2472.32,2418.24,115,117.6,169.3333333
3676.386,3677.576,2470.16,2415.92,114,116.4,167.3333333
3635.45,3583.09,2442.64,2389.2,113,116.4,167.6666667
3638.901,3292.849,2445.68,2391.68,114,116.2,167.6666667
3630.095,3019.744,2439.2,2385.76,114,117,169.3333333
3151.477,2166.395,2455.92,2401.04,115,117,169.3333333
2354.534,1254.617,2453.44,2399.68,116,117.6,171.3333333
2672.978,743.155,2470.24,2415.52,116,117.6,172.3333333
1683.136,510.153,2468.24,2413.52,117,117.8,172.3333333
618.919,401.268,2459.28,2407.04,118,117.6,171.6666667
296.548,340.459,2444.24,2393.36,117,118.2,172.3333333
225.148,315.588,2458.08,2406.88,117,118.8,173.6666667
203.133,305.592,2472.88,2420.72,117,118.6,173.3333333
204.323,295.477,2472.64,2419.12,117,118.4,172.6666667
190.043,279.769,2461.76,2411.68,116,118.4,172.6666667
179.571,261.562,2460.64,2407.12,117,117.4,170.6666667
165.41,246.568,2431.6,2383.36,116,118.2,171
151.725,241.689,2439.36,2386.4,117,118.2,170
141.61,240.499,2426.72,2375.12,116,121.6,172.3333333
138.516,252.637,2455.28,2402.32,118,122.8,173.3333333
140.777,273.7,2469.44,2417.04,118,122.6,173.6666667
157.556,326.06,2457.12,2406.4,116,121.4,173.3333333
220.864,480.522,2440.8,2387.6,114,121,175.3333333
397.46,725.186,2442.16,2385.76,114,122,178.6666667
736.848,956.522,2472.4,2417.6,115,121.6,178.6666667
1212.491,1254.26,2472.32,2412.96,115,119.8,177
1769.411,1896.027,2446.72,2388,113,120.2,177.6666667
2089.878,2643.942,2455.84,2398.56,113,118.6,175.3333333
2726.766,3102.925,2429.68,2373.12,111,120.6,177.6666667
3385.312,3500.98,2463.68,2406.4,113,120.2,178
3676.029,3539.298,2470.16,2413.28,113,119.6,177.3333333
3672.697,3625.811,2468.64,2409.92,112,118.2,175.3333333
3641.519,3641.876,2446.72,2387.76,112,118,175
3643.78,3644.375,2448.24,2390.48,112,117.4,174
3633.308,3634.498,2441.2,2383.12,111,118.6,175.3333333
3671.269,3672.34,2466.72,2407.36,113,118.4,175
3672.459,3673.649,2467.44,2409.6,113,118.6,175
