lh,rh,ls,rs,w,ll,rl,0y,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,11y,12y,13y,14y
349,476.3,2481,2386.6128,992,347.76,468.96,103.361,253.584,268.216,430.175,574.472,247.652,412.535,553.842,556.777,559.692,765.656,977.726,553.897,762.827,959.964
361.3,476.8,2495.4,2573.1264,1020,340.32,446.88,103.491,256.593,268.345,433.213,574.49,247.805,409.634,553.856,559.753,562.687,762.85,977.768,559.688,762.836,962.923
395.2,481.1,2469.36,2296.4136,944,343.68,449.52,106.383,262.373,268.395,433.088,574.512,250.628,412.599,556.807,556.773,559.684,765.668,980.591,553.887,762.894,965.858
423.1,500.3,2435.88,1874.4648,886,343.92,429.36,106.585,259.534,271.173,433.236,577.275,247.821,412.46,556.841,562.679,565.6,762.779,977.655,559.759,762.796,962.926
456.4,510.3,2493.36,2614.404,876,339.36,423.84,115.251,265.445,271.373,436.079,577.42,250.771,412.483,559.726,556.839,559.768,762.761,977.707,556.774,762.847,965.881
473.5,524.3,2502,2724.4776,898,336.48,410.4,126.963,268.418,274.236,436.075,580.338,265.331,421.42,571.401,559.713,562.647,762.751,977.665,556.812,762.841,962.974
471.5,542.3,2493.48,2617.4616,908,335.52,401.52,130.136,271.208,280.144,444.908,583.25,265.336,421.356,574.301,553.782,553.865,759.781,977.667,550.894,762.698,960.022
475.3,538.3,2491.32,2588.4144,908,331.44,401.76,147.669,274.193,286.041,444.905,589.126,268.4,427.237,574.431,550.863,550.905,759.878,977.621,547.98,759.805,962.936
482,527.4,2488.44,2536.4352,934,327.84,409.92,153.698,285.955,294.793,453.711,592.076,271.391,430.144,574.476,550.808,550.855,759.852,974.816,547.913,756.883,960.028
474.3,511.6,2455.32,2119.0728,898,324.24,401.52,182.987,297.79,315.343,462.576,597.998,291.907,436.152,580.3,550.895,553.763,762.74,977.592,547.974,753.929,960.024
454.3,499.3,2479.32,2420.2464,874,320.16,391.68,200.528,315.291,318.427,471.425,601.015,300.758,447.826,583.32,553.799,553.871,759.831,977.571,550.885,756.901,962.918
405.3,468.7,2500.32,2686.2576,934,310.08,376.56,218.286,318.408,333.096,474.392,601.06,315.346,456.683,592.032,556.755,559.726,759.873,974.789,553.777,756.919,957.148
375.4,427,2427.84,1765.92,890,310.56,377.04,230.081,335.934,341.901,483.214,606.785,321.373,459.634,589.197,559.768,565.634,762.811,977.643,556.76,751.04,957.09
357.8,401.1,2462.64,2206.2144,870,308.88,376.32,247.751,341.948,356.587,486.144,606.789,338.921,474.349,595.046,568.529,571.522,762.836,974.802,562.667,756.893,957.12
332.3,379.7,2485.92,2502.8016,856,299.76,366.72,268.298,353.681,362.532,497.883,612.651,344.852,480.187,597.988,568.537,571.514,759.882,974.76,565.56,759.871,957.082
308.8,356.7,2435.64,1874.4648,820,296.4,364.8,283.093,365.42,371.399,503.79,615.682,362.439,489.047,600.981,574.338,574.494,762.806,977.604,571.443,759.865,960.037
288.3,334.1,2416.44,1631.3856,786,300.24,375.36,297.867,377.238,386.082,506.768,618.583,368.371,497.889,606.765,574.431,577.435,762.813,977.6,571.486,759.829,960.022
265.7,320.1,2497.08,2661.7968,818,298.56,377.76,400.766,430.268,433.132,530.239,624.491,421.421,527.416,627.369,577.373,580.333,759.789,974.736,574.512,759.889,954.178
249.1,301.4,2484.36,2501.2728,776,299.52,373.44,389.057,424.367,430.107,530.257,624.421,418.432,527.294,624.509,577.296,577.448,756.955,974.736,574.47,762.732,957.114
233.4,285.1,2488.32,2551.7232,764,295.92,370.32,318.304,386.069,392,512.652,621.425,374.3,500.826,612.685,568.581,574.344,756.941,974.775,565.624,759.787,957.074
221.7,272.8,2459.28,2184.8112,772,294.48,370.08,335.995,389.135,400.809,512.648,621.471,386.105,506.746,615.629,571.474,574.43,759.875,974.772,568.58,762.772,954.192
213.5,267.1,2457,2152.7064,754,295.92,378.48,344.918,397.857,406.705,515.525,621.555,389.122,506.633,618.578,577.393,580.38,759.886,974.776,577.302,762.688,954.218
202.8,265.8,2498.4,2687.7864,758,290.16,377.52,362.376,406.623,409.58,521.459,624.447,397.863,506.729,618.597,577.364,580.352,759.87,977.57,574.511,762.72,954.163
195.8,258.1,2440.2,1921.8576,736,294.48,376.56,368.477,409.68,412.629,524.342,624.496,409.494,509.724,621.586,577.371,580.313,756.917,974.757,574.511,762.691,954.217
185.6,259.3,2484.84,2496.6864,722,295.92,382.8,389.065,424.332,430.146,530.272,627.494,415.572,524.381,627.421,580.401,586.231,759.82,974.756,580.308,762.694,954.213
172.9,257,2490.24,2565.4824,698,294.48,381.6,397.847,430.199,433.208,533.237,627.49,418.412,527.23,630.371,580.351,586.214,759.874,974.746,577.466,759.845,954.183
164.5,250.3,2458.44,2164.9368,638,296.4,374.64,406.727,433.146,436.115,533.318,630.351,430.176,527.408,630.355,583.232,589.123,759.853,974.746,580.33,759.911,954.2
160.2,247,2461.08,2189.3976,604,299.28,378.48,409.679,435.974,439.016,536.131,630.397,430.258,530.39,633.255,580.309,586.207,762.771,974.772,577.412,756.95,954.166
156,246.4,2505.48,2722.9488,578,294.24,373.92,409.705,436.148,439.118,536.136,630.336,433.176,536.183,630.359,580.32,583.323,759.903,977.579,577.46,759.767,954.117
150.5,239.4,2499.36,2646.5088,546,295.68,370.56,409.688,433.199,436.097,533.304,633.266,430.273,530.376,630.384,580.318,583.287,762.714,974.809,577.442,762.713,954.125
144.2,228.5,2480.52,2412.6024,502,295.44,367.44,409.442,433.16,436.114,533.321,630.322,430.173,530.255,627.406,580.315,583.289,762.748,974.767,577.428,762.725,957.025
138.8,221.4,2489.76,2533.3776,466,290.88,364.08,380.183,418.436,421.386,527.252,624.424,415.46,524.371,624.385,574.335,574.451,756.873,974.765,571.521,756.857,954.209
135.5,211.9,2478.24,2368.2672,432,290.16,359.52,365.454,412.57,415.494,527.362,624.536,409.69,521.475,621.649,568.557,571.43,754.003,974.729,568.538,748.123,954.22
132.5,202.7,2466.36,2216.916,396,296.88,363.12,350.751,409.513,412.455,527.287,624.374,400.805,512.639,621.577,574.333,574.493,756.948,974.749,571.454,759.785,954.165
128.6,197,2505.24,2727.5352,372,300.48,364.32,336.033,397.788,400.828,521.418,621.553,391.917,509.631,621.477,571.48,574.435,759.786,974.749,571.423,759.817,954.176
125,188.2,2504.28,2704.6032,346,299.04,371.52,294.712,377.242,385.954,506.829,621.468,368.448,500.765,618.512,568.539,574.375,759.813,974.788,565.585,762.707,954.234
119.1,182.6,2500.56,2660.268,316,299.04,369.6,271.388,365.549,377.28,506.728,621.519,362.549,486.196,609.795,571.46,574.485,759.84,974.811,565.608,762.675,957.117
113.7,177.1,2483.64,2423.304,298,300.96,380.88,253.607,362.453,365.478,506.66,621.435,356.586,483.128,606.868,571.424,574.405,759.839,974.699,565.59,762.775,954.118
109.4,172.6,2463.36,2160.3504,280,303.84,373.2,238.895,347.76,359.598,500.889,621.364,341.915,477.222,601.042,568.537,571.532,759.832,974.752,562.703,762.779,957.132
108.5,168.3,2444.28,1914.2136,264,309.12,383.04,221.182,341.922,353.686,500.862,618.581,338.896,471.442,600.902,568.531,571.509,759.814,974.729,565.597,762.776,957.028
104.4,167.1,2508,2727.5352,256,303.6,383.52,200.774,335.97,341.951,489.065,615.616,321.315,459.6,600.818,556.795,562.662,753.99,974.765,553.893,762.809,957.023
100.9,162.1,2505.96,2701.5456,242,297.6,380.16,188.87,321.424,338.93,483.313,609.726,318.259,459.564,598.012,556.732,556.851,748.097,974.73,553.876,762.816,957.017
96.7,156.9,2487.84,2469.168,228,295.92,375.12,174.186,318.291,330.144,480.231,606.812,312.41,453.778,597.835,553.897,556.855,762.709,974.713,553.775,759.834,957.071
95.1,151.7,2483.04,2409.5448,218,292.56,374.88,159.502,315.304,321.373,480.34,603.939,300.714,447.871,589.187,553.907,559.715,756.927,974.711,553.768,756.905,954.154
93.1,147.4,2473.32,2284.1832,208,287.76,370.32,150.626,303.694,318.294,471.416,601.071,294.797,450.788,586.234,553.831,556.759,762.751,974.788,550.924,759.759,954.137
89.8,144.4,2475.96,2316.288,200,279.6,367.92,141.727,294.901,312.427,459.69,600.837,291.786,439.028,580.337,553.771,553.837,756.913,974.796,550.92,756.891,957.074
91.3,139.6,2426.16,1684.8936,194,282.96,367.68,130.102,291.966,303.712,459.547,598.102,283.04,436.034,577.453,553.889,556.796,759.867,974.729,553.805,759.818,957.104
89.2,140.6,2503.56,2670.9696,200,279.36,357.36,115.344,288.843,297.755,456.584,597.822,271.377,436.037,574.495,556.812,559.758,759.882,974.723,553.913,748.049,957.037
88.2,138.5,2487.96,2473.7544,194,276.96,352.32,109.406,277.135,294.748,453.732,597.837,268.341,415.549,574.294,556.827,559.74,762.84,974.77,556.781,759.773,954.142
87.7,137.6,2482.44,2401.9008,188,274.8,348.96,106.468,274.231,291.958,450.856,592.115,268.269,424.294,571.527,559.712,559.754,762.689,974.742,556.818,762.719,957.011
87.7,136.2,2455.8,2062.5072,180,277.92,351.6,103.53,271.279,288.908,447.881,592.087,265.414,412.67,568.573,556.841,559.754,762.788,974.707,556.806,759.865,957.042
87.6,136.2,2479.08,2360.6232,178,282.24,355.68,103.375,271.21,285.99,439.138,586.22,265.388,412.644,565.596,562.659,565.564,759.83,974.768,559.747,762.769,957.027
86,136.9,2507.28,2718.3624,182,280.8,364.08,100.498,271.21,285.93,439.11,583.301,265.365,412.519,562.625,565.588,565.642,762.775,974.668,562.653,762.698,957.083
85,136.3,2502.96,2664.8544,188,280.08,369.12,94.7379,268.338,277.168,439.097,583.277,253.683,415.457,559.735,562.649,565.574,759.776,977.555,559.739,759.788,957.029
86,135.6,2488.8,2482.9272,202,282.48,376.08,91.7792,268.267,277.145,442.036,583.252,253.609,409.683,556.818,562.66,565.611,759.824,977.558,559.734,762.7,957.096
90.6,135.5,2485.08,2435.5344,234,284.64,376.8,88.8728,268.227,274.315,436.141,583.266,253.61,412.58,556.772,559.755,562.667,762.704,974.782,559.705,762.813,957.113
102,136.1,2466.12,2195.5128,276,288.72,378.96,88.8477,268.237,274.279,438.995,583.318,256.512,415.513,553.987,562.685,565.581,762.782,974.777,562.661,762.832,957.12
120.8,139.3,2473.32,2285.712,334,294.24,382.08,88.7684,265.404,271.418,439.008,583.317,253.584,412.512,553.973,559.73,562.648,762.736,974.807,559.684,762.749,960.027
142.1,146.1,2506.44,2707.6608,394,287.52,372.96,88.7755,265.415,274.199,439.056,583.281,253.583,412.535,553.946,562.639,562.697,759.873,974.823,559.734,765.65,957.147
169.3,152.5,2414.4,1535.0712,458,294.72,381.6,88.8191,265.39,271.312,436.084,583.283,253.679,409.702,553.901,556.787,559.711,759.879,977.722,553.907,762.777,960.056
189.1,171.4,2490.6,2507.388,548,296.4,385.44,88.7962,265.301,271.341,436.092,583.289,250.687,409.64,553.899,556.786,559.711,762.731,977.625,556.741,759.769,957.111
214.9,185.4,2478.96,2383.5552,602,296.4,392.88,91.695,265.299,271.316,436.029,580.428,250.672,409.66,553.891,556.799,559.707,762.789,977.578,556.79,762.848,957.134
242.3,209.9,2458.68,2142.0048,650,294.72,391.68,91.7778,265.37,274.179,436.206,583.273,250.691,409.572,553.905,559.743,565.565,762.758,977.696,556.837,762.828,960.06
269.5,246.4,2484.84,2479.8696,690,302.4,387.6,91.7705,265.319,271.384,436.232,583.235,250.659,409.575,553.862,559.738,562.677,762.756,977.675,559.695,762.875,957.114
283,283.5,2504.28,2726.0064,714,300.72,380.88,91.7737,265.362,271.396,439.095,583.267,250.691,409.599,553.857,565.583,565.636,762.82,977.709,562.664,762.811,960.012
289.5,311.4,2502.6,2707.6608,738,288.72,376.08,91.7697,265.406,271.413,436.18,580.329,250.753,409.644,553.898,562.635,562.693,762.845,977.699,559.724,762.805,960.043
311.6,320.1,2493.84,2640.3936,778,283.68,366.48,94.6268,265.386,271.405,439.101,583.238,250.747,409.651,553.886,559.763,562.649,762.846,977.73,559.757,762.868,960.055
347.3,351.1,2472.48,2366.7384,800,285.12,357.12,94.6644,265.324,271.355,439.085,580.419,250.712,412.55,553.917,562.662,562.7,762.834,977.763,562.659,765.742,962.903
363.7,393.1,2450.88,2091.5544,818,286.08,353.28,94.7015,265.358,271.33,436.114,583.223,250.75,415.457,553.941,562.7,565.6,762.856,977.703,562.65,765.703,962.913
350.8,412.6,2484.72,2524.2048,862,283.92,351.84,97.5923,265.344,271.322,436.113,583.219,250.76,412.687,556.747,562.644,565.579,762.783,977.699,559.753,762.877,962.906
353.7,422.1,2499.12,2707.6608,906,278.64,342.48,100.455,265.315,271.362,439.052,583.236,250.696,415.492,556.8,565.567,568.5,762.88,977.718,562.632,765.684,965.84
365.4,435.8,2486.28,2536.4352,932,274.8,336.96,100.618,265.409,271.372,439.017,583.308,253.618,415.519,556.87,559.722,562.67,762.832,977.689,556.822,765.715,965.891
402.7,443.6,2485.92,2525.7336,928,275.04,335.04,103.386,268.288,274.279,439.131,586.178,256.593,415.493,559.746,559.715,562.655,762.762,977.729,556.807,765.659,968.803
410.9,460,2489.88,2554.7808,912,266.64,325.92,106.449,268.317,277.14,439.046,589.158,256.563,412.66,568.489,562.627,565.578,762.839,977.718,559.712,762.868,965.915
421.5,455.3,2450.04,2028.8736,882,266.16,324.96,109.444,268.443,280.087,441.945,589.161,265.316,418.433,571.393,556.79,559.701,762.712,977.69,556.753,762.8,965.916
424.4,450.6,2490.36,2550.1944,890,263.76,329.76,118.282,268.421,280.099,447.91,592.067,262.414,418.49,574.288,562.624,565.593,762.815,977.707,556.839,762.88,965.93
410.1,446.7,2499.96,2687.7864,916,260.64,321.6,126.901,271.311,288.935,456.762,592.142,265.412,421.385,574.378,559.764,565.58,759.817,977.597,559.722,762.847,962.959
413.8,433.8,2493.24,2594.5296,912,258.96,318.24,130.086,274.215,291.777,447.908,594.942,268.334,430.216,574.443,559.736,565.578,762.725,977.677,556.781,762.851,965.907
412.3,439,2492.16,2583.828,890,256.56,312,141.755,280.086,291.967,453.805,597.898,271.206,430.231,577.285,559.709,562.684,762.698,977.667,556.791,762.695,965.886
373,451,2469.12,2299.4712,880,252.24,311.04,150.609,288.864,294.952,456.624,597.864,274.17,433.238,577.526,556.782,559.688,759.901,977.588,553.895,762.855,968.785
358,423.8,2431.44,1811.784,820,251.52,315.6,159.411,291.953,303.61,459.553,597.975,283.053,436.102,580.411,562.703,568.526,762.826,977.622,559.751,762.872,965.856
346.4,417.8,2445.72,1998.2976,794,253.68,319.68,174.134,294.871,306.644,459.588,597.993,291.811,439.112,586.228,559.733,562.674,762.74,977.636,556.811,762.849,962.96
331.5,413.8,2498.4,2674.0272,804,252.48,318.96,180.114,297.831,312.522,465.549,600.932,291.981,439.081,592.05,556.834,559.76,762.683,974.815,556.747,762.831,962.941
317.8,388.1,2498.28,2674.0272,796,248.88,315.36,197.751,315.272,318.387,471.415,601.017,303.629,450.82,595.015,556.819,559.77,762.758,974.819,553.917,762.714,962.898
303.6,371.9,2460.6,2186.34,784,250.8,315.84,215.396,318.312,327.158,480.228,603.833,315.296,456.747,597.904,556.816,559.73,762.866,974.797,556.759,762.72,960.025
280.7,355.9,2485.32,2502.8016,766,248.4,309.12,227.12,324.253,335.944,483.111,603.923,318.51,459.777,598.056,559.713,559.752,762.752,974.727,556.839,756.898,960.008
267.9,337.9,2451.24,2067.0936,744,251.28,307.92,262.468,339.046,341.909,483.219,603.962,338.977,480.199,601.067,556.812,556.838,762.716,974.773,556.784,756.845,965.896
252.1,333.4,2493.6,2615.9328,772,252.96,308.16,274.271,341.973,347.81,486.101,606.828,341.806,480.333,601.052,556.831,562.64,762.755,974.764,553.91,753.989,962.961
234.2,324.4,2498.52,2658.7392,764,245.04,301.2,291.716,344.882,356.61,492.064,612.648,341.842,480.128,600.978,553.868,556.819,759.81,974.765,550.947,751.028,965.833
224,303.7,2421.96,1678.7784,738,244.56,304.32,297.806,353.689,359.507,497.915,609.748,347.808,483.208,600.969,562.636,565.588,753.947,974.781,556.84,759.77,962.974
214.2,295.7,2436.72,1888.224,728,246,315.6,312.433,356.597,359.617,489.117,609.721,347.826,480.197,600.956,556.84,562.69,756.902,974.799,553.89,759.879,965.86
204.7,287.5,2456.16,2132.832,698,244.32,309.6,318.247,359.516,362.388,489.117,606.87,356.63,483.09,600.937,556.766,559.687,751.048,974.739,553.874,759.812,960.059
199.6,280.5,2451.6,2077.7952,660,251.28,311.04,321.371,359.586,362.433,497.881,609.813,359.494,480.276,600.908,556.779,559.693,753.997,974.801,553.901,759.838,960.035
185.4,281.6,2492.16,2594.5296,636,251.52,308.4,327.223,362.414,362.528,489.12,609.784,359.606,483.156,600.909,556.785,559.697,751.046,974.78,553.879,759.842,960.065
174.1,272.6,2446.68,2021.2296,592,255.12,305.28,333.022,362.444,365.357,500.792,612.666,359.585,480.22,600.896,553.921,556.826,753.993,974.754,553.821,756.876,957.135
168.4,266.5,2430.12,1802.6112,548,263.28,314.16,333.058,362.492,365.467,503.701,615.616,359.596,480.212,600.846,556.795,559.708,751.052,974.719,553.886,759.856,960.016
158.7,267.9,2484.36,2484.456,516,263.76,318.24,333.051,362.529,365.454,503.751,615.609,362.398,480.233,600.891,556.796,559.709,756.877,974.7,553.864,762.725,959.969
152.9,257.8,2460.6,2207.7432,474,269.28,326.88,330.122,362.538,365.405,503.713,615.675,362.424,483.112,600.888,562.618,562.704,756.898,974.751,556.806,762.67,962.921
151.2,248.1,2456.88,2131.3032,428,277.44,337.2,324.284,362.516,365.369,500.817,615.644,362.383,483.149,600.882,559.753,562.685,762.722,974.679,556.809,762.756,960.04
146.7,236.4,2481.12,2459.9952,396,281.76,338.4,315.472,359.583,362.603,497.919,609.806,353.637,480.147,600.802,556.733,559.704,754.003,974.731,553.777,759.804,962.93
142.3,226.8,2500.44,2690.844,362,284.16,337.92,309.568,356.601,359.612,497.887,609.779,350.704,480.151,600.801,556.775,559.708,756.886,974.692,553.839,759.833,960.043
133.7,216.4,2478.6,2408.016,332,286.8,335.28,297.752,353.682,359.589,503.686,612.645,344.856,477.241,600.848,556.739,556.786,759.806,974.795,553.826,759.841,962.927
128.2,203.8,2444.88,1927.9728,302,294.96,351.6,291.748,344.868,356.586,489.11,609.753,341.842,474.337,598.083,559.676,559.721,759.792,974.749,553.918,762.675,965.859
121.5,196.4,2487.6,2475.2832,286,295.44,358.8,274.311,342.029,350.791,486.214,606.834,341.809,462.643,597.947,556.801,559.694,756.918,974.751,553.885,759.892,962.934
116.4,188.1,2463.84,2195.5128,266,306.24,371.04,268.167,341.839,344.869,489.12,606.791,338.996,468.424,597.825,553.908,556.82,756.93,974.746,553.782,762.687,960.039
110.4,185.7,2506.08,2726.0064,260,307.2,384.72,247.901,335.93,339.035,483.197,603.912,324.278,456.763,595.063,547.89,550.816,751.006,974.731,544.97,754,959.992
105.5,180.8,2507.88,2721.42,242,305.28,380.64,241.797,327.237,338.885,483.216,603.901,321.297,456.666,594.978,553.916,556.768,753.953,974.716,553.823,759.774,962.923
103.9,175.1,2489.52,2487.5136,228,301.44,382.08,224.288,321.392,335.998,480.273,603.83,318.288,456.657,592.118,553.853,556.753,756.924,974.731,553.774,759.873,962.916
100.4,171.3,2495.16,2562.4248,218,295.44,378.72,215.302,318.349,330.109,480.235,601.045,312.476,450.8,592.07,553.808,556.747,759.772,974.719,550.898,759.898,962.92
99.7,164.8,2464.8,2174.1096,206,292.08,380.64,200.622,315.417,321.272,471.404,600.991,306.608,447.842,586.199,550.899,553.797,753.922,974.686,550.801,759.864,959.958
102.4,161.2,2468.28,2219.9736,202,289.92,381.36,191.793,312.465,318.38,471.423,600.997,300.676,442.044,583.332,556.794,559.691,753.985,974.732,556.733,762.754,962.964
96.7,161.1,2508,2729.064,202,277.92,367.44,177.074,303.643,315.365,465.538,600.825,294.813,436.201,583.265,556.826,559.688,756.91,974.729,556.777,759.836,960
95.7,154.9,2410.8,1487.6784,190,280.32,379.68,153.449,291.919,297.843,459.663,597.87,283.094,433.027,577.358,559.689,559.757,756.936,974.76,556.792,762.702,959.964
92.2,156.5,2488.44,2478.3408,196,278.16,381.36,138.878,288.978,294.823,453.707,595.082,280.064,433.101,577.282,559.751,562.637,762.729,974.808,559.714,759.898,954.226
89.5,154.5,2468.16,2221.5024,192,278.16,375.84,129.941,285.981,291.955,456.592,592.047,274.269,430.15,574.514,565.576,565.62,762.76,974.769,562.687,762.797,957.083
88,153.4,2461.92,1996.7688,188,277.68,359.76,124.019,274.238,288.907,453.74,592.062,271.177,424.345,574.428,562.7,565.577,762.684,974.727,562.661,762.806,957.092
87,152.2,2469.84,2108.3712,188,275.76,347.52,109.428,271.409,288.961,444.92,586.194,268.274,418.442,574.365,559.702,562.637,759.782,974.74,556.786,759.752,957.101
84.6,149.5,2446.92,1750.632,180,270,340.08,106.374,271.378,288.861,439.136,583.34,268.317,418.413,571.495,556.811,559.712,759.898,974.809,556.781,762.695,957.113
84.1,145.1,2414.52,1395.9504,176,270.24,339.6,103.37,268.451,277.135,439.044,583.215,265.383,412.63,568.479,559.719,562.626,759.808,974.818,559.699,759.805,962.902
82.9,143.9,2450.4,1749.1032,180,270.96,346.32,97.6572,268.306,271.409,439.049,580.295,262.377,412.554,568.498,565.564,565.573,762.734,974.767,565.579,759.862,962.931
81,143.6,2489.4,2255.136,186,266.88,352.56,91.7044,268.207,271.406,436.121,580.279,253.676,412.571,565.638,562.684,565.582,762.771,974.781,562.671,765.682,959.971
80.5,141.5,2462.28,1850.004,182,266.64,342.72,88.7833,265.348,271.244,433.24,577.496,253.648,412.569,559.774,568.505,565.626,759.885,974.76,568.534,765.645,962.934
80.8,141.3,2473.8,2019.7008,188,270.48,342,85.9403,265.308,271.21,433.12,577.459,253.591,412.649,556.824,568.528,568.544,765.654,974.802,568.538,765.701,962.915
80.6,141.9,2508.6,2426.3616,208,271.68,343.44,85.8642,262.479,271.177,430.253,577.369,250.715,409.572,553.961,559.701,559.742,765.666,977.569,559.706,765.694,960.046
80.2,140.7,2505.36,2435.5344,220,271.44,350.16,83.0823,262.389,268.425,433.128,577.391,250.645,409.699,553.864,568.518,568.585,762.869,977.555,565.618,765.665,962.95
80.3,139.3,2489.16,2212.3296,230,272.4,358.8,85.8292,262.443,271.213,433.093,577.341,250.646,409.685,553.89,565.635,568.522,765.659,977.7,565.609,762.867,962.9
80.4,138.7,2485.08,2236.7904,252,272.4,366,85.8503,262.403,271.166,433.109,577.347,247.86,409.592,553.796,571.419,571.5,765.796,977.667,568.551,765.786,962.927
81,138.4,2474.64,2302.5288,270,272.64,374.16,85.8868,262.428,271.214,433.213,577.352,247.877,412.493,553.858,568.517,568.572,765.665,977.63,565.632,765.826,960.028
84.6,140.8,2476.44,2085.4392,294,279.36,392.4,85.8957,262.497,271.237,436.024,577.343,250.659,409.591,553.803,556.8,559.738,762.785,977.72,556.759,765.76,960.016
84.6,147.3,2509.08,2741.2944,328,271.2,393.84,85.9226,262.485,271.226,436.095,577.418,250.626,406.625,553.812,562.65,565.606,762.856,977.706,559.763,768.652,965.842
88.7,147.6,2413.8,1528.956,334,274.32,410.16,85.953,262.461,271.184,436.051,577.362,250.657,409.499,553.765,562.659,565.606,762.864,977.598,559.738,768.734,962.944
99.2,153.2,2471.88,2268.8952,396,272.64,421.2,85.9584,262.405,268.448,433.216,577.422,247.864,406.644,550.989,562.687,565.599,762.873,977.683,559.759,768.673,962.906
106.3,159.6,2447.28,1953.9624,426,276.48,431.52,88.8146,259.541,268.45,436.029,577.398,247.817,409.548,553.742,562.648,565.568,762.885,977.678,559.721,765.792,965.838
128.9,165.6,2452.32,2022.7584,476,280.32,424.08,88.8424,259.481,268.427,436.011,577.407,247.761,406.658,550.926,556.806,559.756,762.806,977.734,556.751,765.696,962.936
135.6,189.9,2451.84,2015.1144,512,285.84,446.64,88.8721,259.51,271.169,436.044,577.462,247.74,397.81,550.869,559.723,562.683,762.853,977.68,556.811,765.771,965.856
137.8,214.4,2507.64,2724.4776,520,281.28,447.36,88.8741,259.471,271.202,436.06,577.452,247.676,400.783,550.831,562.651,565.613,762.89,977.679,559.735,765.674,962.956
175.2,240.5,2507.4,2721.42,582,275.76,429.84,91.72,259.537,271.236,433.252,577.407,247.715,400.762,550.776,562.625,565.574,762.838,977.688,559.708,762.89,962.938
194.5,297,2502.12,2655.6816,634,274.8,411.84,91.7232,259.557,271.258,433.175,577.452,247.756,406.642,550.821,562.659,565.582,762.862,977.698,562.634,765.76,962.951
200.8,343.2,2490,2501.2728,644,271.44,410.16,91.7583,259.545,271.291,436.13,577.502,247.718,406.654,550.891,556.817,559.759,762.733,977.691,556.784,762.832,962.922
219.4,346.4,2433.96,1813.3128,656,274.32,412.32,94.6493,262.448,271.373,439.014,580.29,247.715,403.712,550.948,559.705,562.666,762.749,977.697,556.839,765.72,962.976
249.2,367.7,2479.44,2414.1312,690,271.2,394.56,91.8029,262.469,271.383,436.123,580.319,247.749,403.696,550.919,556.784,559.722,762.873,977.671,556.74,762.819,965.835
273.2,386.3,2501.52,2719.8912,722,268.08,390.24,94.6471,262.409,271.363,436.201,580.361,247.67,400.731,550.959,559.71,562.637,762.893,977.683,559.7,765.764,965.84
290.8,388.9,2496.84,2664.8544,762,263.52,381.84,94.7123,262.389,271.322,436.108,580.355,247.719,403.766,553.769,559.693,562.647,762.804,977.729,556.813,762.751,965.9
308,388.3,2482.68,2508.9168,792,259.2,387.6,94.7294,256.612,271.168,436.086,583.248,247.704,412.605,553.917,559.751,562.669,762.891,977.734,559.725,765.677,962.985
317.6,410.5,2470.56,2359.0944,820,256.08,373.92,97.6264,259.52,271.171,436.013,580.375,247.791,412.634,553.869,562.683,565.601,765.658,977.717,562.653,765.666,962.945
329.1,439.1,2452.92,2134.3608,842,259.2,356.4,100.543,256.601,268.428,433.246,580.352,247.761,412.551,553.962,562.654,562.684,762.783,977.694,562.673,765.658,962.915
338.7,473.4,2482.92,2518.0896,896,262.56,349.44,100.581,262.446,271.237,436.098,583.247,247.866,412.6,556.801,562.672,565.605,762.747,977.733,562.641,765.664,962.956
364.4,494,2499.36,2726.0064,920,261.6,346.08,103.482,265.29,271.241,436.156,580.431,250.706,424.304,562.65,559.712,559.75,762.761,977.692,559.697,762.83,965.837
394.2,501.4,2493.6,2648.0376,926,264.24,335.04,106.441,265.412,271.375,439.051,586.188,250.753,418.476,565.602,565.582,565.635,762.754,977.663,562.655,762.736,965.871
411.9,506.5,2483.88,2510.4456,916,275.28,327.12,109.418,268.271,274.247,439.132,583.278,256.518,412.545,562.694,559.733,562.635,762.896,977.636,559.689,762.866,960.05
408.2,507.6,2481.6,2485.9848,942,272.64,330.72,127.056,268.451,277.127,453.78,586.259,265.383,415.541,571.533,562.626,565.565,762.793,977.724,559.7,762.832,965.854
401,494.3,2449.92,2068.6224,944,275.76,322.08,132.939,271.175,280.127,444.971,589.129,262.469,418.431,574.452,559.755,562.654,759.894,977.7,559.702,765.657,962.959
397.3,484.7,2485.32,2537.964,928,264,309.12,147.712,271.405,286.021,456.791,592.09,268.3,421.414,574.47,556.831,559.737,759.781,977.709,556.772,762.753,965.851
389.9,472.8,2397.72,1399.008,930,264.48,329.04,153.645,277.12,291.748,456.691,592.039,271.198,427.303,574.492,556.825,559.703,759.849,977.73,556.763,762.698,962.982
383.4,488.6,2498.16,2695.4304,994,257.52,322.56,171.207,288.986,294.849,456.662,592.042,277.181,433.166,577.406,553.865,556.742,759.812,977.634,553.809,756.863,962.96
372.1,491,2489.64,2530.32,1002,251.04,322.56,177.26,291.934,297.788,456.724,592.113,285.996,436.049,577.46,553.818,553.896,759.772,977.651,550.944,759.898,962.961
366.3,501.7,2470.08,2319.3456,978,244.32,310.32,197.564,294.95,309.515,459.705,594.994,291.911,441.986,583.218,556.75,559.684,759.849,977.65,553.845,759.789,962.934
